views,likes,comments,category,channel,trending
3856798,229799,32021,Gaming,Channel_15,1
4942412,83480,17958,Sports,Channel_100,0
2960470,283064,872,Music,Channel_60,0
937320,244100,41128,Music,Channel_48,0
3887912,138223,21962,Gaming,Channel_54,0
4462902,45960,42563,Music,Channel_55,0
1648824,186805,17414,Music,Channel_72,1
1151997,278379,9926,Sports,Channel_86,1
3384973,295113,48259,Gaming,Channel_27,1
4126903,79721,39673,Music,Channel_98,0
433829,141133,37210,Music,Channel_30,0
4412054,202510,15290,Gaming,Channel_76,1
4315896,255294,3667,Music,Channel_60,1
235000,265603,17660,News,Channel_66,0
2878429,160272,6553,Education,Channel_46,0
323137,100255,16926,Gaming,Channel_52,0
3024504,97079,4808,Music,Channel_86,0
2606221,157223,28612,Sports,Channel_81,1
3921367,233607,40499,Music,Channel_35,1
3364244,23918,28015,Education,Channel_42,1
4574957,254350,33351,Education,Channel_56,1
2301269,276166,49662,Music,Channel_45,0
4432373,17422,9138,Gaming,Channel_52,1
567510,286811,40463,Gaming,Channel_23,0
3982383,267810,36241,Music,Channel_29,1
1291894,140049,1198,Music,Channel_29,0
709092,278027,27447,Music,Channel_57,1
1098996,94495,36763,Sports,Channel_19,0
600792,198889,12113,Gaming,Channel_81,0
1576326,1617,28749,Education,Channel_8,0
2369756,150605,37303,Music,Channel_50,0
4818911,48457,38639,Music,Channel_7,1
3927690,49767,19687,Sports,Channel_11,1
4859939,260124,2447,Gaming,Channel_67,1
669629,250505,9408,News,Channel_66,0
1703457,224608,39612,News,Channel_83,1
1172248,212926,17674,News,Channel_28,0
3605886,267616,12413,Music,Channel_56,1
1384640,162877,47937,Sports,Channel_28,0
514953,200888,7549,Education,Channel_89,1
4239340,90037,23071,Music,Channel_75,1
4564653,50538,8693,News,Channel_40,1
686503,298384,43831,Music,Channel_2,0
423641,48252,16770,News,Channel_76,0
1924217,114698,41371,News,Channel_61,0
338283,1793,2006,News,Channel_76,0
1579232,28400,5213,Gaming,Channel_25,0
4778421,139499,36636,Sports,Channel_95,1
392180,72112,9530,News,Channel_54,0
3700243,279580,47128,Music,Channel_17,0
4829022,30760,6637,Gaming,Channel_48,0
2498934,58198,49504,Music,Channel_12,0
579110,273026,4964,Gaming,Channel_61,0
4219346,94241,34070,Music,Channel_94,0
4603606,179168,7749,Music,Channel_2,1
2711864,66780,846,Music,Channel_80,1
4942714,231370,13390,Education,Channel_65,1
4344699,225450,13735,Sports,Channel_52,1
3711879,219259,23905,Music,Channel_34,0
3136609,92673,14876,Music,Channel_45,0
936783,165802,13967,Sports,Channel_1,0
2160932,149161,18262,Music,Channel_100,0
2907492,134373,36873,News,Channel_52,1
1766520,205166,20014,Music,Channel_67,0
3535150,112818,24054,News,Channel_98,0
1742888,110101,29955,Music,Channel_76,1
3247434,49403,23051,Sports,Channel_56,1
123019,93568,28385,News,Channel_58,0
4567156,69780,35587,Music,Channel_91,0
1766317,288874,27483,Sports,Channel_50,1
180001,275522,27653,Sports,Channel_25,1
2893927,185395,40845,Music,Channel_12,1
3246988,48848,44790,News,Channel_97,0
685494,8744,42018,News,Channel_73,0
3128022,107197,30894,News,Channel_65,0
3849189,99339,29842,Music,Channel_56,1
594731,234643,19648,Music,Channel_50,1
2417826,120434,31756,Music,Channel_87,0
4855491,204007,22407,News,Channel_28,1
4291447,244052,44561,Sports,Channel_3,1
3864741,211570,17058,Sports,Channel_38,1
145771,225693,10070,Gaming,Channel_64,0
1009923,215557,39025,Music,Channel_54,1
2999111,243613,33779,Education,Channel_36,1
1821908,181384,16616,Music,Channel_44,1
4855977,277778,30373,Gaming,Channel_44,1
1718534,198353,34941,Sports,Channel_69,0
112362,286469,36152,Gaming,Channel_93,0
3917533,279576,797,Music,Channel_53,0
2037503,170219,39889,Sports,Channel_13,0
4371602,72673,13594,Sports,Channel_44,1
2681990,101226,47754,Education,Channel_4,0
4668592,250610,7690,Education,Channel_70,1
2363854,256502,12669,Music,Channel_51,1
2410409,294897,18973,News,Channel_70,1
3051999,10118,21085,News,Channel_11,1
1740122,204716,28787,Music,Channel_91,0
3052622,36190,25084,Music,Channel_54,1
2787281,281037,24051,Education,Channel_62,0
776292,44410,11554,Sports,Channel_59,0
3928352,177081,37639,Music,Channel_99,0
2334647,47961,13354,Music,Channel_61,0
3724234,142205,5289,Music,Channel_40,1
1911217,159439,24744,News,Channel_4,0
1601741,164638,17945,Sports,Channel_27,0
190073,30891,24243,Sports,Channel_16,0
360281,280563,48599,Music,Channel_82,0
3108548,98181,39054,Sports,Channel_7,1
4415011,253199,24227,Music,Channel_11,1
2339401,217825,27748,Gaming,Channel_72,1
1086610,270906,16958,Music,Channel_64,0
4366693,117349,46684,Gaming,Channel_52,0
3859884,44874,9934,Sports,Channel_6,1
1060165,180773,45530,Sports,Channel_48,0
3934817,72045,10550,Music,Channel_69,1
3507172,86685,4024,Gaming,Channel_6,0
826963,284497,31772,Gaming,Channel_61,0
577515,224330,8722,Music,Channel_66,0
2363460,19683,2120,Music,Channel_95,0
4288382,191036,30089,Gaming,Channel_96,0
2051053,185780,21348,Music,Channel_73,1
760401,26530,5877,News,Channel_79,0
1986681,245205,43488,Music,Channel_85,1
2562913,277938,18904,News,Channel_53,1
1820231,38089,20792,News,Channel_28,0
4068784,44230,26037,Music,Channel_91,1
3336379,151573,17335,News,Channel_5,0
1550317,112888,14659,Sports,Channel_81,0
4263511,116593,29684,Music,Channel_58,1
889698,48730,964,Sports,Channel_24,1
3487142,231886,34902,Sports,Channel_31,1
2209578,14728,35012,Music,Channel_99,1
1560657,157914,35571,Education,Channel_41,0
2232946,228480,3911,Gaming,Channel_68,1
3881323,88388,11216,Music,Channel_84,1
546726,8187,1408,Gaming,Channel_81,0
2681259,177197,21621,Sports,Channel_46,1
443244,237317,20977,News,Channel_10,0
491999,111155,13195,Music,Channel_37,0
3190189,205212,43938,Gaming,Channel_21,0
4813066,13428,40431,Gaming,Channel_21,0
408407,165936,42577,News,Channel_80,1
872158,88085,7113,Music,Channel_97,0
1304306,279687,40910,Music,Channel_10,1
421602,218940,22761,Sports,Channel_82,0
3833809,124212,24992,Music,Channel_97,1
1628650,10283,13778,Sports,Channel_93,1
57635,33529,21985,Gaming,Channel_95,0
2863349,155242,4367,Gaming,Channel_24,1
2344136,180070,45447,Sports,Channel_12,1
4423888,83470,10786,Music,Channel_20,1
3565360,248802,45780,Gaming,Channel_70,1
1721444,104481,42706,Gaming,Channel_8,0
86166,104678,44461,Sports,Channel_78,0
2474006,14639,30908,Music,Channel_5,0
3444571,273427,11051,Gaming,Channel_54,1
3979966,120494,36746,Gaming,Channel_36,1
3865856,97285,15611,Music,Channel_38,1
298883,138976,4490,News,Channel_3,0
4358356,46083,31313,News,Channel_36,0
4153567,45703,6377,Sports,Channel_22,1
757079,182548,9903,Gaming,Channel_8,0
3634646,286497,14567,Sports,Channel_61,0
1444401,43105,22885,Gaming,Channel_78,0
616416,162256,28222,News,Channel_7,1
4092373,122398,48556,Music,Channel_68,1
2259233,240797,26606,News,Channel_62,1
3012165,203518,17440,Gaming,Channel_19,1
2733406,114451,2260,Education,Channel_47,0
1187430,100792,30267,Sports,Channel_24,0
4156304,258029,27002,Music,Channel_80,1
3810395,239353,16833,Education,Channel_6,1
3908297,108273,49720,News,Channel_8,1
2730737,291527,3498,Education,Channel_25,0
2660786,289679,46729,Music,Channel_96,1
1161714,129411,10518,Sports,Channel_89,1
313916,96653,12501,Music,Channel_74,0
4136316,161568,22254,Gaming,Channel_41,1
4235453,149722,34076,Gaming,Channel_58,1
349844,192537,15902,News,Channel_81,1
2981342,36146,33485,Music,Channel_60,1
3625656,56549,25545,Music,Channel_3,0
4323751,212746,3345,News,Channel_9,0
2559845,68373,15370,News,Channel_52,1
1613033,189678,46721,Gaming,Channel_58,0
2932531,81536,28231,Sports,Channel_60,1
3325024,297409,41863,Sports,Channel_82,0
4876217,193211,9642,Music,Channel_49,1
3469282,118219,17839,News,Channel_94,1
1415474,242733,23681,Sports,Channel_5,0
354039,86447,7035,Education,Channel_62,0
1362425,147359,33299,News,Channel_32,1
2291146,132725,35035,Sports,Channel_27,1
2958498,285883,49484,Music,Channel_85,0
1570720,283972,23583,Education,Channel_24,0
1128787,65565,22105,Music,Channel_38,0
1936657,98989,16130,Sports,Channel_67,1
1983539,53639,13736,Education,Channel_16,1
3572387,115306,42281,Gaming,Channel_15,1
4915150,245831,13815,News,Channel_25,1
1710813,271611,24396,Music,Channel_72,1
910210,190711,24312,Gaming,Channel_4,1
1953026,296076,12244,Music,Channel_32,1
33766,102030,42668,Music,Channel_45,0
4751014,234628,11718,Music,Channel_56,1
4469653,168872,16784,Music,Channel_35,0
4675110,165503,30683,Education,Channel_53,1
1461235,249039,44590,News,Channel_30,0
1459316,213283,43997,News,Channel_49,0
1428197,62335,31428,Education,Channel_94,1
4129784,287754,36759,Music,Channel_81,0
4634662,210704,26490,Music,Channel_83,1
4933048,262061,40701,News,Channel_52,1
3862460,230621,47351,News,Channel_95,0
3054380,250530,41001,Sports,Channel_81,0
312385,13159,45856,Music,Channel_2,0
3608323,161476,16410,Sports,Channel_59,1
934476,145478,35386,Music,Channel_37,0
1929854,178280,9362,Music,Channel_29,0
810359,112178,39407,Music,Channel_30,1
2213809,109823,24011,Sports,Channel_22,0
2951214,256970,7042,Sports,Channel_75,0
2202580,134276,25286,Sports,Channel_97,0
1495139,294552,11391,Education,Channel_19,0
3010828,266943,26999,Education,Channel_67,0
4153092,240024,2018,News,Channel_86,0
1791146,192216,12952,Education,Channel_18,0
70518,261051,16240,Education,Channel_94,1
177355,201968,21262,Sports,Channel_65,0
1917334,156059,19282,Sports,Channel_84,1
2765717,101977,22459,Education,Channel_5,1
121243,248729,34815,News,Channel_76,0
3200039,296780,17942,Music,Channel_11,0
1698818,158631,1722,Gaming,Channel_88,0
2777374,12352,36820,Music,Channel_58,0
2319620,298571,1651,Sports,Channel_18,0
3488379,207596,21606,Music,Channel_72,0
2561837,183331,34546,Music,Channel_93,0
3675942,238798,683,Music,Channel_56,1
1085309,270987,42239,Gaming,Channel_22,1
2430151,230109,18394,Music,Channel_56,1
42743,1309,46705,Music,Channel_66,0
171948,249250,18966,Music,Channel_23,0
3670021,164002,26469,News,Channel_16,0
502793,173463,8505,Education,Channel_44,0
327284,257520,40211,Music,Channel_72,0
1831314,121045,5492,Music,Channel_68,0
3778341,173177,16827,Sports,Channel_14,0
269508,115647,27492,News,Channel_9,0
4586315,261056,3266,Music,Channel_75,0
4977563,25542,5909,Sports,Channel_16,1
1771403,108207,12869,Sports,Channel_13,0
4372272,130870,39782,Sports,Channel_36,1
4930426,60295,21863,Education,Channel_44,1
1277485,281020,44055,Music,Channel_100,0
507995,138675,7819,Music,Channel_81,0
2186454,271649,29136,Gaming,Channel_14,1
2073723,246140,14837,Gaming,Channel_93,0
2836743,269991,47954,Music,Channel_17,0
566635,207790,10056,Education,Channel_65,0
528409,258760,715,Gaming,Channel_84,0
2181945,292500,17275,Music,Channel_97,0
1602028,108631,20191,Sports,Channel_54,0
288635,285566,16884,Music,Channel_2,1
584510,118843,45462,Music,Channel_17,0
4723340,65216,8894,Music,Channel_23,1
4779972,10944,18717,News,Channel_86,1
4946697,292877,18578,Gaming,Channel_1,1
3112500,149830,23321,Sports,Channel_12,1
1694481,201848,42969,Sports,Channel_13,0
3062342,177495,24959,Sports,Channel_78,0
601198,241640,10515,News,Channel_74,0
398891,36533,9077,Gaming,Channel_12,0
3082362,166814,21443,Sports,Channel_57,0
4695505,41656,10443,News,Channel_86,0
3648965,152103,37208,Sports,Channel_18,1
1042566,224320,1783,Gaming,Channel_83,0
3725476,242034,13113,Music,Channel_94,1
1620282,257486,5385,Music,Channel_15,1
3435078,281270,36885,Sports,Channel_39,1
3799196,112868,6982,Gaming,Channel_78,1
1836295,219353,35351,News,Channel_73,0
1071913,76630,42689,Education,Channel_69,0
3298466,82614,13407,Music,Channel_33,0
4442971,94462,15316,Sports,Channel_48,1
4851825,285704,46524,Sports,Channel_5,1
888099,167606,24838,News,Channel_88,0
3054407,199901,27207,Gaming,Channel_8,1
4146295,70237,48116,Gaming,Channel_19,1
1418231,285366,28402,Gaming,Channel_52,1
1532181,290756,2430,News,Channel_12,0
408974,17550,39828,Education,Channel_72,0
3605724,166911,2936,Sports,Channel_8,1
4328552,187391,11864,Gaming,Channel_55,1
1152882,196485,25115,Education,Channel_84,0
945131,22287,9307,Sports,Channel_93,0
2472321,119143,6709,Gaming,Channel_34,0
701270,252206,29854,Sports,Channel_82,1
91417,271906,41843,Music,Channel_65,0
4623942,212630,20707,News,Channel_75,1
1061560,198685,39384,Music,Channel_47,0
193458,162560,35187,Sports,Channel_35,0
4719912,247506,1399,Gaming,Channel_32,1
1924782,280456,42536,Music,Channel_51,0
4610409,64477,24188,Music,Channel_80,1
3897937,255918,14245,News,Channel_6,0
1409791,265202,45746,Sports,Channel_9,0
1977850,249222,23371,Sports,Channel_40,1
4103553,58916,47204,Sports,Channel_86,0
3101618,291932,32286,Music,Channel_48,0
2732303,158507,21693,Music,Channel_72,1
47250,238127,34303,Gaming,Channel_96,1
4006194,214470,21137,Music,Channel_26,1
1351850,120928,41049,Sports,Channel_82,1
476147,220989,15365,Education,Channel_37,0
3018193,248515,13450,Gaming,Channel_52,1
3886850,11967,4190,Music,Channel_12,1
2113368,17839,42861,News,Channel_38,1
2444445,267991,43639,Gaming,Channel_98,1
877336,146114,23937,Gaming,Channel_68,0
3831415,99780,7452,Gaming,Channel_16,1
4899107,26362,3960,Sports,Channel_61,1
4930107,30225,39602,Music,Channel_24,1
2286221,205724,30185,Sports,Channel_78,0
3511043,129702,10564,News,Channel_17,1
4309760,174130,47510,News,Channel_95,0
3471431,250196,5091,Music,Channel_4,1
4072867,206614,49670,Music,Channel_50,1
3913487,66724,30519,Education,Channel_98,0
1419060,297473,3710,Music,Channel_3,1
4229087,119068,49981,Music,Channel_8,1
4229456,278179,39395,Gaming,Channel_12,1
4640022,9790,7988,Sports,Channel_35,1
149725,284860,35754,Music,Channel_66,0
492215,173998,28114,Sports,Channel_53,1
2269693,75513,23074,News,Channel_93,0
3925152,161938,21198,Sports,Channel_87,1
909017,9189,10509,Education,Channel_33,0
322898,169705,25180,Music,Channel_18,0
686338,148669,48068,Gaming,Channel_58,0
3503415,154815,45433,Music,Channel_86,1
55745,257292,16560,Sports,Channel_78,1
1684032,99433,43281,Gaming,Channel_93,0
4833577,123086,42674,Music,Channel_45,1
2119219,135057,38938,News,Channel_15,1
2149185,254487,35391,Music,Channel_15,1
46256,209537,28731,Music,Channel_45,1
503264,176545,19162,News,Channel_68,0
3347145,173236,48344,Gaming,Channel_100,1
940695,206758,25236,Music,Channel_69,1
2184955,86716,37133,Education,Channel_67,0
1253390,116915,11379,Music,Channel_76,0
2216995,28840,4340,Music,Channel_62,0
480809,292763,4755,Music,Channel_84,1
2651432,17411,48731,Music,Channel_44,1
4176282,118288,41866,Music,Channel_20,0
3518847,176249,48759,Gaming,Channel_39,1
1768413,225263,19905,Sports,Channel_39,1
4339586,126553,18259,Sports,Channel_1,0
2574697,94593,31255,Education,Channel_67,1
3601952,189253,36726,Sports,Channel_47,1
1972277,137729,34904,Music,Channel_73,0
945740,268169,43556,Music,Channel_54,1
3047555,283660,41813,Music,Channel_20,1
1197311,245231,31614,Sports,Channel_9,1
4445041,24077,506,Music,Channel_95,1
143157,2066,8599,News,Channel_28,0
2288319,254780,21774,Gaming,Channel_64,0
4789109,29338,8715,Gaming,Channel_35,0
1463603,52842,21997,Gaming,Channel_40,0
1276029,42781,35818,Music,Channel_2,1
3021791,97431,14783,Music,Channel_3,1
137645,177597,31262,News,Channel_14,1
1653131,64548,23476,Music,Channel_81,0
1187837,132711,2397,Music,Channel_99,0
343221,96863,40680,News,Channel_68,0
2436919,89442,27475,Sports,Channel_47,0
1180580,290309,34077,Gaming,Channel_94,1
54687,251539,39970,Sports,Channel_54,0
2491272,149370,7700,Education,Channel_58,0
2630137,218033,4718,Gaming,Channel_62,0
4799757,167167,27111,Music,Channel_51,1
3876010,11261,38718,News,Channel_78,1
4777415,102430,10233,News,Channel_48,0
2040660,156656,14171,Gaming,Channel_27,0
2020450,271777,10726,Sports,Channel_77,1
4701858,217554,26768,Sports,Channel_55,1
1972140,268277,17139,Sports,Channel_84,1
3862607,265215,145,Music,Channel_49,1
3529434,106403,44782,Education,Channel_24,0
4125390,254226,19958,Sports,Channel_10,1
2657222,190700,26203,Music,Channel_7,1
1128109,81453,21307,Music,Channel_17,0
4435315,296968,34626,Gaming,Channel_22,0
1554744,85151,37490,News,Channel_59,0
4267988,207950,3598,Gaming,Channel_44,1
1789220,168914,13583,Gaming,Channel_11,1
4012718,140527,47637,Gaming,Channel_42,0
4014582,164572,17013,News,Channel_23,1
2873875,29777,47984,Music,Channel_60,1
1831288,46067,44126,Music,Channel_86,1
1842646,211828,36286,News,Channel_62,1
3970579,220777,37120,Sports,Channel_54,1
1597246,172125,44874,News,Channel_82,0
1820239,290100,40197,Sports,Channel_90,0
4906727,167669,9096,News,Channel_94,1
2251618,265518,5555,Music,Channel_13,0
4429622,187170,32719,Music,Channel_68,1
2470930,77025,7997,Gaming,Channel_27,0
132936,138480,10809,Music,Channel_40,0
1980746,25355,27365,Gaming,Channel_74,1
4843256,205417,49259,News,Channel_92,1
2470970,154135,25618,Education,Channel_85,1
1297573,256634,25964,Gaming,Channel_75,1
3536647,129032,9868,Sports,Channel_84,1
2579682,228283,21882,News,Channel_100,0
1505900,153033,20639,Music,Channel_83,0
3391664,229361,36963,Sports,Channel_10,1
1622788,288675,41224,Gaming,Channel_15,0
4605229,272885,36589,News,Channel_45,0
192896,149826,49828,Sports,Channel_53,0
4608765,280577,29470,Music,Channel_82,1
1084329,3944,44446,Gaming,Channel_7,0
2381612,76955,5178,Music,Channel_30,1
234979,251564,10898,Gaming,Channel_78,0
4804290,96956,5566,News,Channel_30,1
279104,96354,20353,Sports,Channel_27,0
1999547,139254,38188,Music,Channel_49,1
4045630,27368,33375,Music,Channel_57,1
4126279,197395,5674,Gaming,Channel_64,0
4792882,129784,22272,Gaming,Channel_63,1
4330454,281917,21716,News,Channel_48,1
996893,86007,23740,Sports,Channel_41,0
3197247,241840,23170,News,Channel_81,1
1840050,138886,35162,Sports,Channel_30,0
2671492,209830,11051,News,Channel_82,0
2456257,87199,8070,Sports,Channel_3,1
2978299,87517,29472,Gaming,Channel_92,1
2935317,99258,42807,Gaming,Channel_37,1
3967914,24614,34789,Sports,Channel_30,0
3304481,169000,20982,Gaming,Channel_54,0
4538454,129726,31518,Sports,Channel_85,1
1547064,181931,19399,Music,Channel_84,1
3241641,161929,27313,Music,Channel_86,1
2716548,10690,16110,Gaming,Channel_100,1
780091,113518,34816,Gaming,Channel_100,0
2367789,95629,22353,Gaming,Channel_85,0
2167791,55047,28530,Gaming,Channel_88,0
3378180,99979,893,Music,Channel_85,1
1707930,111125,45811,Music,Channel_7,0
965795,58924,28724,Sports,Channel_8,0
2584236,157391,26885,Gaming,Channel_86,0
1579458,107265,44560,Education,Channel_86,0
1810771,10359,13613,Music,Channel_63,0
270515,206078,14316,Gaming,Channel_63,1
1621179,28535,6087,News,Channel_64,0
3798267,268102,35701,Music,Channel_30,1
672986,14508,18665,News,Channel_98,0
2335482,221592,41032,Gaming,Channel_93,1
3022786,59800,34148,Music,Channel_10,1
138900,26255,29622,Gaming,Channel_69,1
4514962,131320,30298,Music,Channel_49,1
4695668,46669,16867,Music,Channel_39,1
1285283,74884,41989,Music,Channel_34,0
3819971,126628,44741,Gaming,Channel_10,0
1504061,75895,13164,Sports,Channel_9,1
514066,46360,20163,Gaming,Channel_60,1
4009146,254261,6101,News,Channel_96,1
2362331,237285,37722,Sports,Channel_5,1
1159343,39923,38721,Gaming,Channel_35,0
2532113,235247,39048,Sports,Channel_11,1
542529,82178,33546,Gaming,Channel_42,0
2675415,195992,3475,Music,Channel_80,1
4349530,154567,4723,News,Channel_91,0
2154548,49885,14890,Gaming,Channel_20,1
1542019,146001,23270,Gaming,Channel_51,0
119920,9596,6713,Music,Channel_1,0
407547,51996,27853,News,Channel_90,0
1660090,285209,8601,Sports,Channel_11,0
1658583,28817,17443,Sports,Channel_61,1
64014,217002,17984,Music,Channel_79,0
3710362,68635,12735,Music,Channel_39,1
1236382,278587,18617,Gaming,Channel_48,0
4533889,33292,26228,Gaming,Channel_82,1
3192849,76529,42257,Sports,Channel_88,0
3883506,240356,13974,Gaming,Channel_28,0
2420493,130853,49503,Music,Channel_89,0
357778,108343,46492,News,Channel_87,0
1298682,155215,44182,Gaming,Channel_75,0
3133293,50327,10623,Gaming,Channel_97,0
1542037,127888,15395,Sports,Channel_80,0
4033371,108755,6469,Gaming,Channel_36,1
4855501,65960,25040,Sports,Channel_87,1
2603352,59622,43473,Gaming,Channel_70,0
1532817,64883,3166,News,Channel_62,1
2016074,244479,21637,Gaming,Channel_88,0
4721058,115802,2209,Music,Channel_70,1
3963931,217860,8747,News,Channel_10,0
4541334,193084,33067,News,Channel_86,0
1803502,169461,20250,News,Channel_87,1
1463538,15241,24931,Gaming,Channel_5,1
2027819,41173,46319,Education,Channel_28,0
2075520,254477,33331,Gaming,Channel_59,1
2433665,55545,12201,Music,Channel_9,1
3935053,177192,41982,Gaming,Channel_39,1
733722,178060,31305,Music,Channel_92,0
1792396,221900,17574,News,Channel_62,1
1201847,203451,30859,Gaming,Channel_89,1
1035104,24517,10096,Music,Channel_38,0
2451700,124235,10228,Gaming,Channel_91,0
3876416,254305,9218,Gaming,Channel_24,1
4019293,110292,24831,News,Channel_64,0
1217053,221548,18802,Sports,Channel_43,1
4102599,191968,47381,Sports,Channel_16,0
1695000,992,18947,Education,Channel_66,0
1391598,210923,19335,Music,Channel_66,1
4547925,129138,46861,News,Channel_69,0
2570849,247115,29907,Music,Channel_46,0
732658,185925,16653,Music,Channel_21,0
3797315,251772,39387,Gaming,Channel_60,1
4880797,76747,22031,Sports,Channel_10,1
3776702,82456,9119,Education,Channel_18,1
4091284,88577,4555,News,Channel_90,0
2400771,285790,46095,News,Channel_84,1
2456918,182516,1042,Music,Channel_41,0
3806721,83876,38212,Education,Channel_36,1
2367304,192353,4188,Music,Channel_85,1
311435,62736,13060,News,Channel_66,0
159477,141190,10233,Sports,Channel_46,1
2396682,68906,3088,Sports,Channel_97,1
3731370,173635,1646,News,Channel_23,0
2438839,40890,13127,Gaming,Channel_39,1
3689173,245402,32615,Music,Channel_95,1
1347652,3635,487,Sports,Channel_4,0
3929685,38247,15453,Gaming,Channel_41,1
1981407,1233,34515,Sports,Channel_3,0
3278746,190385,16911,Music,Channel_53,0
802125,65207,17551,Sports,Channel_74,0
2387537,236496,16278,Music,Channel_96,0
2999778,111565,20856,Music,Channel_36,0
2694695,299914,11931,Sports,Channel_49,1
1769693,291178,22188,News,Channel_27,1
1992161,285356,483,Music,Channel_53,0
3863949,51534,451,News,Channel_49,0
1311015,174990,4069,Education,Channel_83,0
3857600,104765,13386,Education,Channel_1,0
4514257,144023,7207,Gaming,Channel_90,0
102894,278147,37165,Music,Channel_46,0
1409277,14630,38439,Music,Channel_62,0
2534200,20203,18157,Gaming,Channel_77,0
1605592,283402,22006,Music,Channel_99,1
4475024,266414,9190,Music,Channel_66,1
3568945,299750,40180,News,Channel_22,1
3667569,238158,18449,Music,Channel_39,1
3230112,9022,41357,Gaming,Channel_92,0
1049966,25833,29678,Gaming,Channel_44,0
4601549,47037,14929,Gaming,Channel_2,1
4217794,209249,39100,Gaming,Channel_75,0
833307,287253,48747,Music,Channel_59,0
2090632,299146,7913,Gaming,Channel_90,1
1841875,142059,9995,Sports,Channel_28,0
4800412,223312,26727,Gaming,Channel_90,1
2369417,178458,1946,Music,Channel_81,0
4196843,9228,36183,Gaming,Channel_67,0
3556971,283942,1394,Education,Channel_14,0
4007389,20511,47852,Music,Channel_16,0
313579,209071,2421,Music,Channel_51,0
4074542,103743,20303,Music,Channel_100,1
1564825,277364,40113,Sports,Channel_28,1
3519920,128486,19467,Music,Channel_92,0
4029604,176571,40798,Gaming,Channel_53,1
3478794,223999,24504,Sports,Channel_52,1
1525631,172032,10980,Sports,Channel_25,0
1192890,139998,1844,Gaming,Channel_57,1
2346251,196993,34572,Sports,Channel_9,0
2893531,31459,41849,Sports,Channel_11,1
4962914,282936,18887,Gaming,Channel_45,1
2824978,282397,18277,Gaming,Channel_85,0
4184583,29389,37112,Music,Channel_2,1
907395,37790,22975,Music,Channel_54,0
3829239,114954,19449,Music,Channel_34,1
4531734,258456,44601,Sports,Channel_42,1
3424994,282138,19459,Music,Channel_77,0
4858018,60,1259,Gaming,Channel_69,0
1945606,40215,18604,Gaming,Channel_11,0
4806028,277316,13859,Music,Channel_29,0
2308600,144187,43798,News,Channel_92,1
971278,11638,25362,Sports,Channel_92,0
496919,173114,27943,News,Channel_5,0
3282837,119568,21319,News,Channel_20,0
2949134,35798,35215,Gaming,Channel_39,1
2310608,120764,35897,Music,Channel_74,0
1348203,288394,7697,Music,Channel_32,0
467589,204684,23075,News,Channel_29,1
2394365,274243,31360,Sports,Channel_66,1
1188018,32610,28160,Music,Channel_1,0
1693737,177258,28735,Music,Channel_84,0
2268357,270321,31293,News,Channel_1,1
1800971,231619,3949,Sports,Channel_4,0
1145337,293569,10659,Education,Channel_15,0
1425473,71905,8010,Sports,Channel_47,1
3251428,233583,26769,Music,Channel_30,0
3583334,94340,23823,News,Channel_6,1
574881,58660,16400,Music,Channel_1,0
1019454,625,40727,Sports,Channel_71,1
3879551,176694,39009,Sports,Channel_62,1
4836925,247336,14787,Sports,Channel_64,1
3302394,160454,7906,Gaming,Channel_5,0
2828364,81792,45953,Music,Channel_54,1
3355513,61710,13303,Education,Channel_49,0
2436678,8119,1266,Gaming,Channel_7,0
1677644,23768,33246,Sports,Channel_100,0
3127813,219709,3977,Music,Channel_3,0
1614560,13327,6068,Music,Channel_76,1
2294673,200083,44504,Sports,Channel_61,0
3476488,25632,31227,News,Channel_79,0
3021745,6810,12740,Music,Channel_84,1
4645068,245879,22797,Education,Channel_41,1
3303923,35549,7791,Music,Channel_21,1
3196741,233269,485,Music,Channel_32,1
2499714,133682,45048,Music,Channel_12,0
217486,85173,30695,Music,Channel_7,0
427888,246775,37441,Gaming,Channel_51,1
3557597,160451,337,News,Channel_45,0
836988,228063,25436,Music,Channel_95,0
551428,278843,15092,Gaming,Channel_65,0
4458632,38479,34771,Gaming,Channel_60,1
2090706,132040,1471,Gaming,Channel_75,1
1729782,254915,44388,Gaming,Channel_45,1
4306665,251040,27696,News,Channel_34,1
2890190,200156,6489,News,Channel_83,1
398172,60031,7856,Sports,Channel_11,0
615673,181864,28611,Music,Channel_97,1
256658,231989,9365,News,Channel_33,0
1491641,24652,34373,Gaming,Channel_8,1
1731283,123724,5664,News,Channel_45,0
755085,215,23323,Education,Channel_72,0
752993,12452,26455,Sports,Channel_98,1
726571,222726,5379,Gaming,Channel_91,1
829282,38919,44353,News,Channel_93,0
472761,281658,2124,Gaming,Channel_78,0
3436715,95708,46189,News,Channel_34,0
4103748,236114,31536,Music,Channel_45,0
2575469,180412,4991,Music,Channel_65,1
318942,87097,6794,Education,Channel_73,0
3895456,210001,29218,Music,Channel_52,1
3846204,213114,31113,Sports,Channel_10,1
338462,41726,36074,Sports,Channel_94,0
3929207,205706,27977,Sports,Channel_43,1
4545350,178064,28359,Gaming,Channel_82,1
422773,158526,49302,Gaming,Channel_81,0
2431630,172827,48673,Education,Channel_70,1
4564167,34581,18043,Sports,Channel_11,1
2831514,223033,22523,News,Channel_88,1
2796126,215300,9070,Gaming,Channel_36,1
4267399,45048,7199,Education,Channel_97,0
2728364,72805,18703,Education,Channel_97,1
